,Date,BTCinUSD,ActAddresses,Hashrate,BTCFees,Inflation,Velocity,VIX,SP500Lret,EURUSDLret,GoogleBitcoin,GoogleCrypto,WikiBitcoin,RealizedVariance,RealizedVolatility,DailyVolatility,WeeklyVolatility,MonthlyVolatility,SentimentFinBERT,IsNegativeFinBERT,IsPositiveFinBERT,SentimentGenAI,IsNegativeGenAI,IsPositiveGenAI,ECB,FED,MonetaryDecision,PressRelease,Speech,Statement,Covid
26,2018-01-27,0.025534477311789934,53811.0,258799.3500000015,-0.4230443519999998,0.05372795500000027,43.34009606,-11.079999923706056,0.0,0.0,-2.3999999999999986,-0.5800000000000018,-5971.0,0.0026733847680352,0.0517047847692576,0.0718361208329653,0.0730881694521106,0.0738928138004859,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
27,2018-01-28,0.0257231285633423,-95129.0,129399.66999999806,-1.5077376709999992,0.026606418000000076,-39.82009993999999,0.0,0.0,0.0,-2.7500000000000018,-2.5599999999999987,422.0,0.0012583668807329,0.0354734672781348,0.0517047847692576,0.0668425459427423,0.0725206942818305,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
28,2018-01-29,-0.04250626678554206,9519.0,-1293996.7399999984,-1.3778879980000003,-0.2714989440000002,-6.191069370000015,13.84000015258789,-0.0047895654906506,-1.2373522101649103e-05,1.0500000000000007,-1.0399999999999991,1730.0,0.001427699252993,0.0377849077409631,0.0354734672781348,0.0589289896065289,0.071322908539042,0.07,0,1,0.2249999999999999,0,1,1,1,0,1,1,1,0
29,2018-01-30,-0.11134207669198883,69955.0,2458593.8099999987,-0.22758209900000015,0.5143925520000003,13.865582220000007,0.9499998092651367,-0.003646245880834,-3.711469369550704e-05,1.75,1.5599999999999987,-1294.0,0.0049768388951541,0.0705467142761035,0.0377849077409631,0.0559419496380655,0.071297035396944,0.02,1,1,0.1499999999999999,0,1,1,1,0,1,1,1,0
30,2018-01-31,0.009050606779258532,-159733.0,-6469983.719999999,1.26287416,-1.355248822,-0.6135249399999978,-1.25,-0.003040850669496,0.0001487256201374806,0.34999999999999964,-1.0399999999999991,4051.0,0.0045344177338162,0.0673380853144507,0.0705467142761035,0.0551554345277382,0.0714887535369647,0.07,1,1,0.2099999999999999,0,1,1,1,0,1,1,1,0
31,2018-02-01,-0.10593791783711785,148482.0,5564186.0,-0.3844052429999998,1.1646610060000002,-8.064688880000006,-0.06999969482421875,0.0019615499836188,2.1533687416533322e-07,7.699999999999999,23.92,3401.0,0.0066537876989216,0.0815707527176357,0.0673380853144507,0.0594649761327872,0.071867279691576,0.11,0,1,0.2499999999999999,0,1,1,1,0,1,1,1,0
32,2018-02-02,-0.028475896252776016,19648.0,1035197.3999999985,2.451208982999999,0.2161836069999996,2.5111676600000052,3.839999198913574,-0.0167979612218099,-0.0003121199315847898,5.950000000000003,8.32,5573.0,0.0154888995869193,0.1244544076636875,0.0815707527176357,0.0669818742514618,0.0744860868004716,0.0,1,1,0.0333333333333333,1,1,1,1,0,1,1,1,0
33,2018-02-03,0.0386273616634845,-138782.0,-1293996.75,-3.2763976139999995,-0.271407065,35.469559569999994,-17.309999465942383,0.0,0.0002126671903703,-7.0000000000000036,-14.560000000000002,-8722.0,0.0065382810517601,0.0808596379645627,0.1244544076636875,0.0711468532793626,0.0755915184632843,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
34,2018-02-04,-0.10151864988250121,-3155.0,2587993.490000002,-1.4850414699999996,0.5411100009999998,-29.66022047,0.0,0.0,0.0,0.9500000000000028,-3.580000000000002,-1354.0,0.0092320792574346,0.0960837096361013,0.0808596379645627,0.0798054593305006,0.0771476083195917,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
35,2018-02-05,-0.18609519415280917,204113.0,905797.7300000004,0.15012218000000033,0.18889863099999982,-27.231222879999997,37.31999969482422,-0.0341851904215196,-1.2450534266929843e-05,18.8,15.370000000000001,13704.0,0.0185132656366251,0.1360634617986222,0.0960837096361013,0.0938452527673091,0.0802488541595204,0.16,0,1,0.1999999999999999,0,1,1,1,0,1,1,1,0
36,2018-02-06,0.12204460294985509,83995.0,-1832985.870000001,-0.3329716790000008,-0.40678125899999973,24.58608419,-7.340000152587891,0.0302701360430574,-2.4657647315512896e-05,9.399999999999999,6.890000000000001,1303.0,0.0330151188342815,0.1817006297024905,0.1360634617986222,0.1097243835425072,0.0849767902373151,0.0,0,1,0.1,0,1,0,1,0,1,0,1,0
37,2018-02-07,-0.014847215807100807,-195634.0,-1956936.6999999993,-0.727456868,-0.7856215999999998,19.014868199999995,-2.25,-0.0034582999911971,2.47841919833768e-05,-19.27,-20.67,-15135.0,0.0130606847266043,0.1142833527973535,0.1817006297024905,0.1164308503257791,0.085872068861025,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
38,2018-02-08,0.07501829094200929,-50501.0,-1429008.3100000024,-0.2622513279999996,-0.27108258800000007,-14.551282119999996,5.729999542236328,-0.0395075352492922,-1.2162517656431444e-05,-4.699999999999999,-3.7099999999999973,-2309.0,0.0076039767799954,0.0872007842854377,0.1142833527973535,0.1172351405497508,0.0868772858313744,0.0,1,1,-2.775557561562892e-17,1,1,1,1,0,1,1,1,0
39,2018-02-09,0.05236953629281121,28303.0,571603.3200000003,0.2851969729999997,0.1079187909999999,-6.332670389999997,-4.399999618530273,0.0068067285058377,2.4486507255497384e-05,-3.2900000000000027,-1.0600000000000023,-430.0,0.0051896978099493,0.0720395572581435,0.0872007842854377,0.1097473047775302,0.0869967411624171,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
40,2018-02-10,-0.015143397304644044,-44734.0,1143206.6500000022,-0.42980318899999936,0.21613722000000024,-6.239127720000006,-29.059999465942383,0.0,0.0,-3.759999999999998,-1.0599999999999987,-6388.0,0.0050316291442765,0.0709339773611807,0.0720395572581435,0.1083293532627614,0.0856032625378749,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
41,2018-02-11,-0.05216359855137964,77341.0,1143206.6499999985,-0.6029078190000003,0.21606714899999968,20.55598277,0.0,0.0,0.0,-9.38,-13.0,-297.0,0.0048999050151004,0.069999321533144,0.0709339773611807,0.104603012105196,0.085730436097755,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
42,2018-02-12,0.09545263459368276,97603.0,2143512.469999999,-0.08202072999999999,0.4053855240000006,-20.453865779999994,25.61000061035156,0.0072741334396007,-4.9033700463567225e-05,0.6600000000000001,-1.5,9430.0,0.0035203648914778,0.0593326629393779,0.069999321533144,0.0936414694110183,0.0862666623546544,0.04,0,1,0.3999999999999999,0,1,0,1,0,1,0,1,0
43,2018-02-13,-0.04403088862197192,-44022.0,-285801.66000000015,-0.12943424100000023,-0.05465793300000055,16.445846259999996,-0.6400012969970703,0.0062796449105129,0.0002581410328792672,-1.0999999999999996,0.0,-4971.0,0.0020518199381321,0.0452970190866038,0.0593326629393779,0.0741552393230345,0.0859541916109208,0.05,1,1,0.1666666666666667,1,1,0,1,0,1,1,1,0
44,2018-02-14,0.10496202995261185,69660.0,2143512.4700000025,-0.163083812,0.4051965640000006,0.7493555200000017,-5.709999084472649,0.0177280685772668,-0.00014734776567031872,0.6600000000000001,1.8000000000000007,-3694.0,0.0020596645102067,0.0453835268594975,0.0452970190866038,0.0643124070461979,0.0860111982852754,0.05,0,1,0.1,0,1,1,0,0,0,1,1,0
45,2018-02-15,0.0653579785424617,-158764.0,-6859239.900000002,0.23897694700000027,-1.2988567950000003,0.4768402199999997,-0.13000106811523793,0.0065164962725613,-4.9233560341657556e-05,0.0,0.0,2581.0,0.0033952560789186,0.0582688259613892,0.0453835268594975,0.0601792701427624,0.082345262688179,0.03,1,1,-0.0333333333333333,1,1,1,1,0,1,1,1,0
46,2018-02-16,0.008137924133272014,-5444.0,3715421.610000003,-0.09639336600000004,0.7027987259999997,3.8351064599999987,0.3299999237060547,0.00186105320714,-0.0003126113251607237,-0.4400000000000004,-1.5,-5656.0,0.00200566675373,0.044784670968201,0.0582688259613892,0.0562857149584849,0.0783286763031337,-0.27,1,1,-0.3,1,1,1,1,0,1,1,1,0
47,2018-02-17,0.08430705791519612,-7923.0,-1143206.6500000022,-0.09575201999999994,-0.21681749999999944,-23.133399540000006,-19.459999084472656,0.0,0.000300085318757,-0.21999999999999975,-0.9000000000000004,-2663.0,0.0019396826333076,0.0440418282239473,0.044784670968201,0.0524439793674515,0.0760805592832058,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
48,2018-02-18,-0.058844677523779046,-35508.0,1857710.8100000024,-0.15954763800000027,0.351040877,13.832106710000012,0.0,0.0,0.0,-0.35999999999999943,0.7799999999999994,-1680.0,0.0048290501960079,0.0694913677805229,0.0440418282239473,0.0523714145456485,0.075579929122722,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
49,2018-02-19,0.06368225104564883,127657.0,0.0,0.10064001300000003,-0.0005256660000005908,-5.893780880000008,0.0,0.0,0.0,-0.40000000000000036,-0.5800000000000001,151.0,0.0025633291589304,0.0506293310140517,0.0694913677805229,0.051128081413459,0.0751726395442126,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
50,2018-02-20,0.00952209281720356,-154722.0,-2314826.170000002,-0.08385918599999975,-0.5681772119999997,14.350013400000002,20.600000381469727,-0.0024745999551716,-3.720822013659589e-05,0.5999999999999996,2.030000000000001,12124.0,0.0030921679473807,0.0556072652391819,0.0506293310140517,0.0526009737209702,0.0743864539907282,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
